starttime_VCO2_6262_1,area_VCO2_6262_1
11:01:55,1.016712E-03
11:02:44,1.148349E-03
11:03:50,1.277988E-03
11:05:04,1.267851E-03
11:06:19,1.101325E-03
11:07:28,1.160392E-03
11:08:36,1.597755E-03
11:09:46,1.510168E-03
11:10:59,1.109194E-03
11:12:03,1.327862E-03
11:13:21,1.082298E-03
11:14:32,1.657521E-03
11:15:49,1.219317E-03
11:17:02,1.470417E-03
11:18:11,1.059559E-03
11:19:20,1.295609E-03
11:20:26,1.265814E-03
11:01:55,.1337059
11:02:44,1.175102
11:03:50,1.00177
11:05:04,1.118646
11:06:19,.9910547
11:07:28,1.094496
11:08:36,1.24312
11:09:46,1.086568
11:10:59,1.318579
11:12:03,1.224066
11:13:21,.5974132
11:14:32,.8169793
11:15:49,1.018937
11:17:02,1.077383
11:18:11,1.42381
11:19:20,1.028847
11:20:26,1.212009
