starttime_VCO2_6262_1,area_VCO2_6262_1
15:42:52,1.075174E-04
15:44:20,9.246054E-02
15:45:56,3.537466E-03
15:47:33,.0582958
15:49:03,2.617165E-03
15:50:30,4.939941E-02
15:52:00,2.375633E-03
15:53:26,1.277771E-03
15:55:01,5.930996E-02
15:56:42,1.618846E-03
15:58:08,6.158706E-02
15:59:46,2.495137E-03
16:01:15,4.362936E-02
16:02:46,2.220973E-03
16:04:27,-5.137007E-04
16:06:05,-1.492456E-04
16:07:48,-4.467062E-04
16:09:25,1.455928E-04
16:11:07,1.515044E-04
16:12:46,-1.999705E-04
16:14:27,1.23558E-04
16:15:59,-8.34339E-05
16:17:49,1.686499E-04
16:19:53,8.953981E-05
16:21:25,1.216086E-04
16:23:07,-4.196283E-04
16:25:08,-6.237074E-04
16:26:52,-4.885845E-04
16:28:44,-3.611709E-05
16:30:28,-7.230627E-04
16:32:29,-1.307248E-03
16:34:16,-2.470936E-04
16:35:56,1.053987E-05
16:37:34,1.343318E-04
15:42:52,2.574724
15:44:20,2.749501
15:45:56,2.89978
15:47:33,1.555573
15:49:03,2.072915
15:50:30,1.888772
15:52:00,2.685722
15:53:26,2.59029
15:55:01,2.004601
15:56:42,1.749726
15:58:08,2.905616
15:59:46,2.075678
16:01:15,1.672562
16:02:46,2.586112
16:04:27,2.633968
16:06:05,6.025803
16:07:48,3.630114
16:09:25,4.045243
16:11:07,3.181871
16:12:46,4.056537
16:14:27,2.565411
16:15:59,2.725864
16:17:49,4.251827
16:19:53,2.978275
16:21:25,4.075706
16:23:07,4.053142
16:25:08,4.84948
16:26:52,4.250103
16:28:44,4.676449
16:30:28,6.227105
16:32:29,4.806089
16:34:16,2.950629
16:35:56,3.981226
16:37:34,4.802292
15:42:52,1.58764E-08
15:44:20,1.387876E-05
15:45:56,5.303042E-07
15:47:33,8.750433E-06
15:49:03,3.923932E-07
15:50:30,7.414631E-06
15:52:00,3.54999E-07
15:53:26,1.914489E-07
15:55:01,8.89794E-06
15:56:42,2.430137E-07
15:58:08,9.244721E-06
15:59:46,3.747868E-07
16:01:15,6.548705E-06
16:02:46,3.333515E-07
16:04:27,-7.716255E-08
16:06:05,-2.18667E-08
16:07:48,-6.69865E-08
16:09:25,2.153992E-08
16:11:07,2.28322E-08
16:12:46,-2.998662E-08
16:14:27,1.826001E-08
16:15:59,-1.217515E-08
16:17:49,2.525001E-08
16:19:53,1.343897E-08
16:21:25,1.831718E-08
16:23:07,-6.309303E-08
16:25:08,-9.356797E-08
16:26:52,-7.34489E-08
16:28:44,-4.832357E-09
16:30:28,-1.083839E-07
16:32:29,-1.965635E-07
16:34:16,-3.750753E-08
16:35:56,1.665844E-09
16:37:34,2.002065E-08
16:39:19,-4.630859E-08
15:42:52,3.863954E-04
15:44:20,4.126777E-04
15:45:56,4.352023E-04
15:47:33,2.335136E-04
15:49:03,3.110988E-04
15:50:30,2.834652E-04
15:52:00,4.030842E-04
15:53:26,3.887539E-04
15:55:01,3.008432E-04
15:56:42,2.626127E-04
15:58:08,4.361386E-04
15:59:46,3.115227E-04
16:01:15,2.510367E-04
16:02:46,3.880949E-04
16:04:27,3.952779E-04
16:06:05,9.044584E-04
16:07:48,5.449862E-04
16:09:25,6.071425E-04
16:11:07,4.776245E-04
16:12:46,6.088834E-04
16:14:27,3.850522E-04
16:15:59,4.090773E-04
16:17:49,6.381402E-04
16:19:53,4.469406E-04
16:21:25,6.116746E-04
16:23:07,6.08663E-04
16:25:08,7.280169E-04
16:26:52,6.378791E-04
16:28:44,7.01872E-04
16:30:28,9.346237E-04
16:32:29,7.212795E-04
16:34:16,4.428134E-04
16:35:56,5.975919E-04
16:37:34,7.208472E-04
16:39:19,8.015962E-04
