starttime_VCO2_6262_1,area_VCO2_6262_1
24:50:53,1.555381E-03
24:51:38,1.731042E-03
24:52:51,4.259122E-02
24:53:52,2.607505E-03
24:55:06,2.262794E-03
24:56:20,.2516957
24:57:35,1.331723E-02
24:58:49,3.65348E-03
13:00:02,5.061244E-02
13:01:20,2.489392E-03
13:02:33,1.084043E-03
13:03:46,4.373533E-02
13:05:00,2.590331E-03
13:06:17,1.217165E-03
13:07:39,7.170769E-04
13:08:56,4.649658E-04
13:10:18,8.763103E-04
13:11:32,8.633206E-04
13:12:54,6.273768E-04
13:14:06,2.971397E-04
13:15:22,4.85996E-04
13:16:36,3.049791E-04
13:17:51,1.247953E-04
13:19:02,2.456417E-04
13:20:21,5.743105E-04
13:21:33,3.58711E-04
13:22:47,4.426886E-04
13:23:57,5.057038E-04
13:25:09,4.643599E-04
13:26:24,5.523277E-04
13:27:40,2.920174E-04
13:28:56,7.838105E-04
13:30:11,1.011889E-03
13:31:27,1.339317E-03
13:32:52,1.261026E-03
13:34:10,1.060446E-03
13:35:28,9.72137E-04
13:36:48,1.210881E-03
13:38:01,1.062481E-03
13:39:14,7.101148E-04
13:40:30,1.002877E-03
13:41:51,1.026437E-03
13:43:01,3.702454E-04
24:50:53,2.321986E-02
24:51:38,.8920046
24:52:51,.2525729
24:53:52,1.068855
24:55:06,.9728041
24:56:20,1.173788
24:57:35,1.481886
24:58:49,1.256217
13:00:02,1.615947
13:01:20,1.023729
13:02:33,1.254114
13:03:46,.8395438
13:05:00,1.576086
13:06:17,2.449158
13:07:39,1.42062
13:08:56,1.792516
13:10:18,1.004115
13:11:32,1.439104
13:12:54,1.116299
13:14:06,1.228725
13:15:22,1.487168
13:16:36,1.445871
13:17:51,.7914735
13:19:02,1.934026
13:20:21,1.039616
13:21:33,1.320876
13:22:47,.88175
13:23:57,1.202984
13:25:09,1.495113
13:26:24,1.979239
13:27:40,1.428895
13:28:56,1.521767
13:30:11,1.519412
13:31:27,3.4104
13:32:52,1.784974
13:34:10,1.767106
13:35:28,2.32804
13:36:48,1.258293
13:38:01,1.127119
13:39:14,1.547099
13:40:30,2.303424
13:41:51,1.083975
13:43:01,5.310911E-02
