starttime_VCO2_6262_1,area_VCO2_6262_1
16:15:03,2.193868E-03
16:15:45,3.989802E-02
16:16:51,2.200593E-02
16:17:55,3.042138E-03
16:19:00,8.231282E-04
16:20:00,5.388787E-02
16:21:06,2.312738E-03
16:22:19,1.405441E-03
16:23:22,6.005048E-02
16:24:30,2.121296E-03
16:25:37,2.063304E-03
16:26:39,.0787318
16:27:42,3.551305E-03
16:28:47,2.858985E-03
16:29:52,5.136903E-02
16:30:58,6.28198E-03
16:32:03,2.673579E-03
16:33:09,8.1402E-04
16:34:14,7.26548E-04
16:35:19,1.099221E-03
16:36:30,6.332271E-04
16:37:39,7.562449E-04
16:38:48,3.82135E-03
16:46:28,6.175653E-04
16:47:37,6.18173E-04
16:48:47,1.078503E-03
16:49:59,1.327529E-03
16:51:11,1.374407E-03
16:52:23,1.550265E-03
16:53:35,5.305841E-04
16:54:46,6.354884E-04
16:55:55,9.162255E-04
16:57:10,1.321515E-03
16:58:25,1.072891E-03
16:59:36,1.090944E-03
17:00:56,9.835445E-04
17:02:20,6.730616E-04
17:03:34,9.914576E-04
17:04:48,9.295669E-04
17:06:03,1.021237E-03
17:07:13,7.225716E-04
17:08:24,9.041072E-04
17:09:39,7.210124E-04
16:15:03,3.984375E-02
16:15:45,1.088184
16:16:51,.7646569
16:17:55,.8289711
16:19:00,.5766624
16:20:00,1.187224
16:21:06,1.015561
16:22:19,.8556117
16:23:22,1.056483
16:24:30,.8123919
16:25:37,.5830181
16:26:39,.8908295
16:27:42,1.014779
16:28:47,1.078217
16:29:52,.8725712
16:30:58,.9469166
16:32:03,1.248904
16:33:09,.6945052
16:34:14,1.119717
16:35:19,1.330985
16:36:30,1.589286
16:37:39,1.505907
16:38:48,2.132088E-02
16:46:28,1.810577
16:47:37,1.871094
16:48:47,2.395154
16:49:59,2.167129
16:51:11,2.333892
16:52:23,2.234073
16:53:35,2.018266
16:54:46,1.62493
16:55:55,1.84321
16:57:10,3.09927
16:58:25,1.988468
16:59:36,1.855348
17:00:56,2.844316
17:02:20,2.899941
17:03:34,2.149553
17:04:48,2.169149
17:06:03,1.936754
17:07:13,1.924173
17:08:24,2.006961
17:09:39,2.997683
