starttime_VCO2_6262_1,area_VCO2_6262_1
10:40:14,6.533732E-04
10:40:56,6.267254E-04
10:41:57,9.680631E-04
10:42:59,4.864958E-04
10:44:01,5.457178E-04
10:45:21,7.132737E-04
10:46:28,7.732441E-04
10:47:28,8.124738E-04
10:48:31,1.069727E-03
10:49:37,8.054873E-04
10:50:44,9.87962E-04
10:51:43,1.125894E-03
10:53:05,9.525776E-04
10:54:14,5.432541E-04
10:55:25,6.492578E-04
10:56:38,7.231814E-04
10:57:54,1.113119E-03
10:58:57,9.172994E-04
11:00:05,9.389179E-04
11:01:16,1.190432E-03
11:02:32,1.042237E-03
11:03:38,1.358302E-03
11:04:58,1.044931E-03
11:05:59,1.365344E-03
10:40:14,1.307029E-02
10:40:56,.8441877
10:41:57,.8847739
10:42:59,.8409806
10:44:01,.7914861
10:45:21,.7897354
10:46:28,.622581
10:47:28,.9202899
10:48:31,.9716913
10:49:37,1.084168
10:50:44,.4694339
10:51:43,.8330474
10:53:05,1.34018
10:54:14,.7723377
10:55:25,.9753875
10:56:38,.7882245
10:57:54,.7499756
10:58:57,.9084826
11:00:05,1.08235
11:01:16,1.209966
11:02:32,1.308481
11:03:38,1.034485
11:04:58,.6570547
11:05:59,2.565485
