starttime_VCO2_6262_1,area_VCO2_6262_1
14:22:46,2.167717E-03
14:24:14,5.870083E-02
14:26:03,.0045838
14:27:22,5.738457E-02
14:28:38,3.641637E-03
14:29:52,2.740823E-03
14:31:07,5.140257E-02
14:32:20,2.938101E-03
14:33:31,3.10121E-03
14:34:52,.1575483
14:36:14,6.30469E-03
14:37:32,6.253298E-02
14:38:50,6.044985E-03
14:40:23,2.940137E-03
14:41:46,.0494896
14:43:05,3.247992E-03
14:44:27,1.42489E-03
14:45:44,1.59015E-03
14:47:06,1.376744E-03
14:48:33,9.4406E-04
14:49:51,1.094403E-03
14:51:16,1.045706E-03
14:52:38,9.449766E-04
14:53:55,1.211892E-03
14:55:27,8.823436E-04
14:56:56,9.282899E-04
14:58:14,1.711177E-03
14:59:47,1.473247E-03
15:01:18,1.162982E-03
15:02:41,.0013685
15:03:59,8.121232E-04
15:05:21,8.48459E-04
15:06:44,7.595285E-04
15:08:08,6.793006E-04
15:09:30,4.296023E-04
15:11:03,2.838202E-04
15:12:25,2.886825E-04
14:22:46,3.722553
14:24:14,2.427135
14:26:03,2.71437
14:27:22,2.662235
14:28:38,1.206584
14:29:52,1.566198
14:31:07,1.972325
14:32:20,1.191166
14:33:31,3.259878
14:34:52,2.210951
14:36:14,2.34699
14:37:32,2.413358
14:38:50,4.455364
14:40:23,3.49282
14:41:46,1.789656
14:43:05,2.135759
14:44:27,2.054448
14:45:44,3.828472
14:47:06,4.787063
14:48:33,2.6733
14:49:51,3.732176
14:51:16,2.24302
14:52:38,1.930627
14:53:55,4.961972
14:55:27,5.780841
14:56:56,1.874207
14:58:14,6.577203
14:59:47,5.534623
15:01:18,1.915729
15:02:41,1.841443
15:03:59,3.346215
15:05:21,2.674114
15:06:44,3.975566
15:08:08,2.910469
15:09:30,6.875249
15:11:03,3.390934
15:12:25,.0703919
