starttime_VCO2_6262_1,area_VCO2_6262_1
13:00:03,1.091521E-03
13:01:06,4.874215E-02
13:02:15,3.597035E-03
13:03:17,3.138415E-03
13:04:21,5.140277E-02
13:05:26,5.787571E-03
13:06:31,2.728659E-03
13:07:38,1.883784E-02
13:08:43,7.961193E-02
13:09:56,4.214068E-03
13:11:08,1.102745E-02
13:12:13,3.844769E-02
13:13:18,3.159208E-03
13:14:24,1.650642E-03
13:15:31,4.292748E-02
13:16:45,2.960399E-03
13:18:02,1.498854E-03
13:19:06,4.505619E-02
13:20:24,2.775832E-03
13:21:31,2.205533E-03
13:22:42,1.191777E-03
13:23:49,1.883586E-03
13:24:55,1.538365E-03
13:26:03,1.564441E-03
13:27:12,1.535245E-03
13:28:18,1.25948E-03
13:00:03,.8163067
13:01:06,1.131468
13:02:15,.5704054
13:03:17,.8738312
13:04:21,.9929544
13:05:26,.820733
13:06:31,1.27174
13:07:38,1.106319
13:08:43,.7777998
13:09:56,.8286145
13:11:08,.9379001
13:12:13,.8361714
13:13:18,1.246502
13:14:24,1.270754
13:15:31,1.142097
13:16:45,2.394693
13:18:02,.6241915
13:19:06,1.708748
13:20:24,1.181815
13:21:31,1.536403
13:22:42,1.052961
13:23:49,.8394894
13:24:55,1.275272
13:26:03,1.545097
13:27:12,1.156632
13:28:18,.0705074
