starttime_VCO2_6262_1,area_VCO2_6262_1
10:51:09,1.072696E-03
10:51:52,4.701678E-02
10:53:03,2.499185E-03
10:54:06,3.011222E-03
10:55:13,4.923119E-02
10:56:18,2.74115E-03
10:57:24,3.372048E-03
10:58:32,1.886425E-03
10:59:39,2.032062E-03
11:00:47,1.318347E-03
11:01:53,1.417975E-03
11:02:58,1.861016E-03
11:04:06,.0014069
11:05:14,1.454851E-03
11:06:25,1.81899E-03
11:07:38,1.812187E-03
11:08:44,1.48437E-03
11:09:50,1.686994E-03
11:10:56,1.652368E-03
11:12:02,1.860935E-03
11:13:10,1.279272E-03
11:14:21,2.023613E-03
11:15:39,2.00193E-03
11:16:57,2.130716E-03
11:18:16,1.225336E-03
11:19:28,1.711255E-03
11:20:52,1.697863E-03
11:22:13,2.132174E-03
11:23:42,1.750393E-03
11:25:11,1.367983E-03
11:26:31,1.793137E-03
11:27:53,2.016462E-03
11:29:24,1.793253E-03
11:31:02,2.016836E-03
11:32:24,1.221695E-03
11:33:50,1.563278E-03
10:51:09,1.840262E-02
10:51:52,2.01359
10:53:03,.7345048
10:54:06,.9654179
10:55:13,.5924019
10:56:18,1.227732
10:57:24,1.165695
10:58:32,1.031655
10:59:39,.97168
11:00:47,1.079718
11:01:53,.6725858
11:02:58,1.346376
11:04:06,1.351136
11:05:14,1.328875
11:06:25,.8951614
11:07:38,.9295269
11:08:44,1.020503
11:09:50,.819855
11:10:56,.9722695
11:12:02,.9667377
11:13:10,1.99902
11:14:21,3.739535
11:15:39,3.464906
11:16:57,2.347453
11:18:16,2.058759
11:19:28,4.854597
11:20:52,3.441294
11:22:13,4.767904
11:23:42,6.180554
11:25:11,3.09555
11:26:31,4.116339
11:27:53,4.469873
11:29:24,5.256742
11:31:02,4.210175
11:32:24,5.082953
11:33:50,4.519767
